,misc_price,launch_announced,display_size,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,network_technology,battery,has_wireless_charging,is_waterproof,oem_model,display_width,display_height,memory_rom_gb,memory_ram_gb,main_camera_resolution,num_main_camera,selfie_camera_resolution,num_selfie_camera
1213,500.0,2017.0,6.0,0,1,0,1,1,0,4G,4000.0,0,0,Oppo R11 Plus,1080.0,1920.0,64.0,6.0,16.0,2.0,20.0,1.0
739,320.0,2015.0,5.5,0,1,1,1,1,1,4G,2800.0,0,0,HTC One E9,1080.0,1920.0,16.0,2.0,13.0,1.0,4.0,1.0
76,160.0,2019.0,6.3,0,1,0,1,1,1,4G,4050.0,0,0,Lenovo Z6 Youth,1080.0,2340.0,64.0,4.0,16.0,3.0,16.0,1.0
562,100.0,2018.0,5.7,0,1,0,1,0,0,3G,3000.0,0,0,BLU Studio View XL,720.0,1440.0,16.0,1.0,13.0,1.0,5.0,1.0
348,63.64008,2019.0,5.5,0,1,0,1,0,0,3G,2200.0,0,0,BLU C5 Plus,720.0,1440.0,16.0,1.0,8.0,1.0,8.0,1.0
408,130.0,2015.0,5.5,0,1,0,1,0,0,4G,2500.0,0,0,alcatel Fierce XL,720.0,1280.0,16.0,2.0,8.0,1.0,2.0,1.0
364,94.6,2020.0,6.22,0,1,0,1,0,0,4G,4000.0,0,0,alcatel 1S (2020),720.0,1520.0,32.0,3.0,13.0,3.0,5.0,1.0
702,200.0,2018.0,5.7,0,1,0,1,0,1,4G,3075.0,0,0,HTC Desire 12s,720.0,1440.0,32.0,3.0,13.0,1.0,13.0,1.0
951,400.0,2018.0,6.1,0,1,0,1,1,1,4G,3000.0,0,1,LG G7 Fit,1440.0,3120.0,32.0,4.0,16.0,1.0,8.0,1.0
234,250.0,2019.0,6.38,1,0,0,1,1,0,4G,4500.0,0,0,vivo iQOO Neo,1080.0,2340.0,64.0,6.0,12.0,3.0,12.0,1.0
635,403.05384,2017.0,5.5,0,1,0,1,1,0,4G,3450.0,0,0,Gionee S10,1080.0,1920.0,64.0,4.0,16.0,2.0,20.0,2.0
1450,330.0,2018.0,6.0,0,1,0,1,1,1,4G,3580.0,0,0,Sony Xperia XA2 Ultra,1080.0,1920.0,32.0,4.0,23.0,1.0,16.0,2.0
1357,300.0,2017.0,5.7,1,1,0,1,1,1,4G,3300.0,0,0,Samsung Galaxy C7 Pro,1080.0,1920.0,64.0,4.0,16.0,1.0,16.0,1.0
998,250.0,2015.0,5.7,0,1,0,1,1,1,4G,3000.0,0,0,LG G4 Stylus,720.0,1280.0,8.0,1.0,13.0,1.0,5.0,1.0
1155,150.0,2018.0,6.0,0,1,0,1,0,1,4G,3500.0,0,0,Nokia 3.1 Plus,720.0,1440.0,16.0,2.0,13.0,2.0,8.0,1.0
128,199.84,2020.0,6.55,0,1,0,1,1,1,4G,4000.0,0,0,Nokia 5.3,720.0,1600.0,64.0,3.0,13.0,4.0,8.0,1.0
879,200.0,2018.0,6.2,0,1,1,1,1,0,4G,3500.0,0,0,Lenovo S5 Pro,1080.0,2246.0,64.0,6.0,12.0,2.0,20.0,2.0
572,130.0,2014.0,5.5,0,1,0,1,0,0,3G,2350.0,0,0,BLU Studio 5.5 S,540.0,960.0,4.0,1.0,8.0,1.0,2.0,1.0
1294,310.0,2014.0,5.5,0,0,0,1,0,0,3G,2500.0,0,0,QMobile Noir Z5,1080.0,1920.0,16.0,2.0,16.0,1.0,8.0,1.0
518,300.0,2015.0,5.5,0,1,0,1,1,1,4G,3000.0,0,0,Asus Zenfone 2 ZE551ML,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1687,280.0,2016.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,ZTE Blade V7 Max,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
1720,200.0,2014.0,5.7,0,1,0,1,1,0,4G,3400.0,0,0,ZTE Zmax,720.0,1280.0,16.0,2.0,8.0,1.0,1.6,1.0
1885,175.0,2018.0,6.2,0,1,0,1,0,0,4G,4230.0,0,0,Oppo A5 (AX5) - Realme 2,720.0,1520.0,32.0,3.0,13.0,2.0,8.0,1.0
1420,180.0,2014.0,4.5,0,1,0,1,1,1,4G,2100.0,0,0,Samsung Galaxy Core LTE G386W,540.0,960.0,16.0,1.5,5.0,1.0,0.3,1.0
820,340.0,2016.0,5.2,0,1,0,1,1,1,4G,3000.0,0,0,Huawei P9,1080.0,1920.0,32.0,3.0,12.0,1.0,8.0,1.0
1602,280.0,2017.0,5.5,0,0,1,0,1,1,4G,3500.0,0,0,Xiaomi Mi Note 3,1080.0,1920.0,64.0,6.0,12.0,2.0,16.0,1.0
137,800.0,2019.0,6.67,1,0,1,0,1,1,5G,4000.0,0,0,OnePlus 7 Pro 5G,1440.0,3120.0,128.0,6.0,48.0,3.0,16.0,1.0
819,430.0,2016.0,5.5,1,1,1,1,1,1,4G,3400.0,0,0,Huawei P9 Plus,1080.0,1920.0,64.0,4.0,12.0,1.0,8.0,1.0
649,340.0,2015.0,5.5,0,1,0,1,0,0,4G,5000.0,0,0,Gionee Marathon M5 enjoy,720.0,1280.0,16.0,3.0,8.0,1.0,5.0,1.0
1533,280.0,2017.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,vivo V5s,720.0,1280.0,64.0,4.0,13.0,1.0,20.0,1.0
127,500.0,2020.0,6.81,0,1,0,1,1,1,5G,4500.0,0,0,Nokia 8.3 5G,1080.0,2400.0,64.0,6.0,64.0,4.0,24.0,1.0
811,300.0,2016.0,5.0,0,1,0,1,0,0,4G,3020.0,0,0,Huawei nova,1080.0,1920.0,32.0,3.0,12.0,1.0,8.0,1.0
1774,210.0,2017.0,5.0,0,1,0,1,0,0,4G,2500.0,0,0,Coolpad Note 5 Lite - Coolpad Conjr - Oppo F1,720.0,1280.0,16.0,3.0,13.0,1.0,8.0,1.0
1630,160.0,2014.0,5.5,0,1,0,1,1,0,4G,3100.0,0,0,Xiaomi Redmi Note 4G,720.0,1280.0,8.0,2.0,13.0,1.0,5.0,1.0
1717,330.0,2014.0,5.0,0,1,0,1,0,0,4G,2400.0,0,0,ZTE Star 2,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1088,170.0,2015.0,5.2,0,1,0,1,0,0,4G,2900.0,0,0,Micromax Canvas 5 E481,1080.0,1920.0,16.0,3.0,13.0,1.0,5.0,1.0
1041,190.0,2016.0,5.5,0,1,0,1,1,0,4G,4000.0,0,0,Meizu M5 Note,1080.0,1920.0,32.0,3.0,13.0,1.0,5.0,1.0
1908,499.23702066,2020.0,6.67,1,0,0,1,1,1,5G,4700.0,0,0,Xiaomi Poco F2 Pro - Xiaomi Redmi K30 Pro,1080.0,2400.0,128.0,6.0,64.0,4.0,20.0,1.0
1203,510.0,2018.0,6.28,1,1,0,1,1,1,4G,3430.0,0,1,Oppo R15 Pro,1080.0,2280.0,128.0,6.0,16.0,2.0,20.0,1.0
1697,120.0,2016.0,5.2,0,1,0,1,0,0,4G,2540.0,0,0,ZTE Blade A512,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1695,160.0,2016.0,5.0,0,1,0,1,1,0,4G,2800.0,0,0,ZTE nubia Z11 mini,1080.0,1920.0,64.0,3.0,16.0,1.0,8.0,1.0
449,550.0,2016.0,4.7,0,0,1,0,1,1,4G,1960.0,0,1,Apple iPhone 7,750.0,1334.0,32.0,2.0,12.0,1.0,7.0,1.0
43,290.0,2019.0,6.59,0,1,0,1,0,0,4G,4000.0,0,0,Huawei P smart Pro 2019,1080.0,2340.0,128.0,6.0,48.0,2.0,16.0,1.0
488,180.0,2017.0,5.2,0,1,0,1,1,0,4G,5000.0,0,0,Asus Zenfone 3s Max ZC521TL,720.0,1280.0,32.0,3.0,13.0,1.0,8.0,1.0
44,381.82987332,2019.0,6.57,0,0,0,1,1,1,4G,4100.0,0,0,Huawei nova 6,1080.0,2400.0,128.0,8.0,40.0,3.0,32.0,2.0
934,270.0,2014.0,5.0,0,0,0,1,1,0,4G,2300.0,0,0,Lenovo Vibe X2,1080.0,1920.0,32.0,2.0,13.0,1.0,5.0,1.0
1558,120.0,2018.0,5.5,0,1,0,1,0,1,4G,2900.0,0,0,Vodafone Smart N9,720.0,1440.0,16.0,2.0,13.0,1.0,8.0,1.0
1645,68.4,2018.0,5.45,0,1,0,1,0,0,4G,4000.0,0,0,YU Ace,720.0,1440.0,16.0,2.0,13.0,1.0,5.0,1.0
1083,90.0,2016.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,Micromax Canvas 6,1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
668,270.0,2018.0,6.5,0,1,0,1,1,1,4G,3750.0,0,0,Honor 8X,1080.0,2340.0,64.0,4.0,20.0,2.0,16.0,1.0
362,160.0,2014.0,7.0,0,1,0,1,0,0,3G,3240.0,0,0,alcatel Pop 7,600.0,1024.0,4.0,1.0,2.0,1.0,0.3,1.0
705,250.0,2018.0,6.0,0,1,0,1,0,0,4G,2965.0,0,0,HTC Desire 12+,720.0,1440.0,32.0,3.0,13.0,2.0,8.0,1.0
1149,240.0,2014.0,4.3,1,1,0,1,1,0,4G,2000.0,0,1,Motorola Luge,540.0,960.0,8.0,1.0,8.0,1.0,0.3,1.0
1639,170.0,2014.0,5.0,0,1,0,1,0,0,3G,1920.0,0,0,XOLO Hive 8X-1000,720.0,1280.0,16.0,2.0,8.0,1.0,2.0,1.0
596,450.0,2017.0,5.0,0,1,0,1,0,0,4G,5000.0,0,1,Cat S41,1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
315,487.0,2020.0,6.7,1,1,0,1,1,1,4G,4500.0,0,0,Samsung Galaxy Note10 Lite,1080.0,2400.0,128.0,6.0,12.0,3.0,32.0,1.0
1347,170.0,2017.0,5.7,0,1,0,1,1,0,4G,3300.0,0,0,Samsung Galaxy J7 Max,1080.0,1920.0,32.0,4.0,13.0,1.0,13.0,1.0
1663,200.0,2018.0,5.45,0,1,0,1,0,1,4G,3200.0,0,0,ZTE Blade V9 Vita,1080.0,2160.0,16.0,2.0,13.0,2.0,5.0,1.0
1610,130.0,2016.0,5.0,0,1,0,1,1,0,4G,4100.0,0,0,Xiaomi Redmi 4 (China),720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
482,150.0,2017.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Asus Zenfone 4 Selfie ZB553KL,720.0,1280.0,32.0,3.0,13.0,1.0,13.0,1.0
260,200.0,2020.0,6.67,0,1,0,1,1,0,4G,4500.0,0,1,Xiaomi Poco X2,1080.0,2400.0,64.0,6.0,64.0,4.0,20.0,2.0
244,180.0,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,Wiko View3,720.0,1520.0,64.0,3.0,12.0,3.0,8.0,1.0
574,160.0,2014.0,4.8,1,0,0,1,0,0,3G,2000.0,0,0,BLU Vivo 4.8 HD,720.0,1280.0,16.0,1.0,8.0,1.0,5.0,1.0
1696,130.0,2016.0,5.0,0,1,0,1,0,0,4G,4000.0,0,0,ZTE Blade A610,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
895,170.0,2016.0,5.0,0,1,1,1,0,0,4G,4000.0,0,0,Lenovo K6 Power,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
719,200.0,2016.0,5.0,0,1,0,1,0,0,4G,2200.0,0,0,HTC Desire 628,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,1.0
1649,170.0,2016.0,5.2,0,1,0,1,0,0,4G,3000.0,0,0,YU Yureka S,1080.0,1920.0,16.0,3.0,13.0,1.0,5.0,1.0
205,300.0,2018.0,6.7,0,1,0,1,1,0,4G,5000.0,0,0,Ulefone T2 Pro,1080.0,2258.0,128.0,8.0,21.0,2.0,16.0,1.0
1496,210.0,2019.0,6.26,0,1,0,1,0,0,4G,3260.0,0,0,vivo Y89,1080.0,2280.0,64.0,4.0,16.0,2.0,16.0,1.0
135,672.0,2019.0,6.67,1,0,1,0,1,1,4G,4085.0,0,0,OnePlus 7T Pro,1440.0,3120.0,256.0,8.0,48.0,3.0,16.0,1.0
50,756.6275178,2019.0,6.53,1,0,0,0,1,1,4G,4500.0,1,1,Huawei Mate 30 Pro,1176.0,2400.0,128.0,8.0,40.0,4.0,32.0,2.0
538,270.0,2015.0,5.4,1,1,0,1,1,1,4G,3410.0,1,0,BlackBerry Priv,1440.0,2560.0,32.0,3.0,18.0,1.0,2.0,1.0
179,297.92,2019.0,6.4,1,1,0,1,1,0,4G,4000.0,0,0,Realme XT,1080.0,2340.0,64.0,4.0,64.0,4.0,16.0,1.0
64,110.0,2020.0,6.6,0,1,0,1,1,0,4G,5000.0,0,0,Infinix Hot 9 Pro,720.0,1600.0,64.0,4.0,48.0,4.0,8.0,1.0
975,180.0,2016.0,5.0,0,1,0,1,0,1,4G,2100.0,0,0,LG X Skin,720.0,1280.0,16.0,1.5,8.0,1.0,5.0,1.0
1563,300.0,2018.0,6.0,0,1,0,1,0,1,4G,3000.0,0,0,Wiko View2 Pro,720.0,1528.0,64.0,4.0,16.0,1.0,16.0,1.0
1092,230.0,2015.0,5.0,1,1,0,1,0,0,4G,2260.0,0,0,Micromax Canvas Knight 2 E471,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1033,150.0,2018.0,5.7,0,1,0,1,1,0,4G,3000.0,0,0,Meizu M6s,720.0,1440.0,32.0,3.0,16.0,1.0,8.0,1.0
1431,110.0,2018.0,5.2,0,1,0,0,0,0,4G,3000.0,0,0,Sharp Pi,720.0,1280.0,16.0,2.0,13.0,2.0,8.0,1.0
444,850.0,2018.0,6.1,0,0,1,0,1,1,4G,2942.0,1,1,Apple iPhone XR,828.0,1792.0,64.0,3.0,12.0,1.0,7.0,1.0
1508,280.0,2018.0,6.3,0,1,0,1,1,0,4G,3315.0,0,0,vivo V11i,1080.0,2280.0,64.0,6.0,16.0,2.0,25.0,1.0
19,220.0,2019.0,6.3,1,1,0,1,1,0,4G,4000.0,0,0,Honor 20 lite (China),1080.0,2400.0,64.0,4.0,48.0,3.0,16.0,1.0
73,100.0,2019.0,7.0,0,1,0,1,0,0,4G,3590.0,0,0,Lenovo Tab M7,600.0,1024.0,8.0,1.0,2.0,1.0,2.0,1.0
1012,240.0,2014.0,4.7,0,1,0,1,0,1,4G,2440.0,0,0,LG G2 mini LTE (Tegra),540.0,960.0,8.0,1.0,13.0,1.0,1.3,1.0
797,180.0,2017.0,5.5,0,1,0,1,0,0,4G,4000.0,0,0,Huawei Y7 Prime,720.0,1280.0,32.0,3.0,12.0,1.0,8.0,1.0
1898,243.233,2020.0,6.4,1,1,0,1,1,0,4G,4025.0,0,0,Oppo F15 - Oppo A91,1080.0,2400.0,128.0,8.0,48.0,4.0,16.0,1.0
1160,150.0,2018.0,5.2,0,1,0,1,1,1,4G,2990.0,0,0,Nokia 3.1,720.0,1440.0,16.0,2.0,13.0,1.0,8.0,1.0
1242,330.0,2014.0,5.0,0,0,0,1,0,0,4G,2140.0,0,0,Oppo N1 mini,720.0,1280.0,16.0,2.0,13.0,1.0,13.0,1.0
942,250.0,2014.0,5.3,0,0,0,1,0,0,3G,4000.0,0,0,Lenovo S860,720.0,1280.0,16.0,2.0,8.0,1.0,1.6,1.0
860,130.0,2015.0,5.0,0,1,0,1,0,0,3G,2500.0,0,0,Lava Iris X8,720.0,1280.0,8.0,1.0,8.0,1.0,3.0,1.0
578,310.0,2018.0,5.65,0,1,0,1,1,1,4G,3100.0,0,0,BQ Aquaris X2,1080.0,2160.0,32.0,3.0,12.0,2.0,8.0,1.0
1553,100.0,2015.0,5.0,0,1,0,1,1,0,4G,2300.0,0,0,vivo Y35,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1320,270.0,2018.0,6.0,1,1,0,1,1,0,4G,3300.0,0,0,Samsung Galaxy A6s,1080.0,2160.0,64.0,6.0,12.0,2.0,12.0,1.0
1170,160.0,2017.0,5.5,0,1,1,1,1,1,4G,3000.0,0,0,Nokia 6,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
1826,195.0,2016.0,5.5,0,0,0,0,1,0,4G,3000.0,0,0,LeEco Le S3 - LeEco Le 2,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
1488,160.0,2016.0,5.0,0,1,0,1,0,0,4G,2200.0,0,0,verykool SL5011 Spark LTE,720.0,1280.0,16.0,1.0,13.0,1.0,8.0,1.0
1123,200.0,2017.0,5.2,0,1,0,1,1,1,4G,3000.0,0,1,Motorola Moto X4,1080.0,1920.0,32.0,3.0,12.0,2.0,16.0,1.0
1582,450.0,2018.0,6.01,1,0,1,0,1,0,4G,4000.0,0,0,Xiaomi Black Shark Helo,1080.0,2160.0,256.0,10.0,12.0,2.0,20.0,1.0
350,212.1336,2019.0,6.4,1,1,0,1,1,0,4G,3500.0,1,0,BLU Bold N1,1080.0,2340.0,128.0,4.0,16.0,2.0,13.0,1.0
590,300.0,2016.0,5.0,0,1,0,1,1,1,4G,3200.0,0,0,BQ Aquaris X5 Plus,1080.0,1920.0,16.0,2.0,16.0,1.0,8.0,1.0
1614,310.0,2016.0,5.7,0,0,0,1,1,1,4G,3800.0,0,0,Xiaomi Mi 5s Plus,1080.0,1920.0,64.0,4.0,13.0,2.0,4.0,1.0
724,170.0,2016.0,5.0,0,1,0,1,1,1,4G,2200.0,0,0,HTC Desire 530,720.0,1280.0,16.0,1.5,8.0,1.0,5.0,1.0
396,200.0,2016.0,5.0,0,1,0,1,0,0,4G,2460.0,0,0,alcatel Shine Lite,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
245,130.0,2020.0,6.53,0,1,0,1,0,1,4G,5020.0,0,0,Xiaomi Redmi 9,1080.0,2340.0,32.0,3.0,13.0,4.0,8.0,1.0
32,399.0,2020.0,6.5,0,0,0,1,1,1,5G,4000.0,0,0,Huawei P40 lite 5G,1080.0,2400.0,128.0,6.0,64.0,4.0,16.0,1.0
1070,216.6,2017.0,5.2,0,1,0,1,0,0,4G,2730.0,0,0,Micromax Dual 4 E4816,1080.0,1920.0,64.0,4.0,13.0,1.0,13.0,1.0
27,150.0,2019.0,6.2,0,1,0,1,1,0,4G,3300.0,0,0,HTC Wildfire X,720.0,1520.0,32.0,3.0,12.0,3.0,8.0,1.0
1665,150.0,2017.0,5.5,0,1,0,1,0,0,4G,4000.0,0,0,ZTE Blade A3,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,2.0
1380,300.0,2015.0,5.5,1,1,0,1,1,1,4G,3300.0,0,0,Samsung Galaxy A7 (2016),1080.0,1920.0,16.0,3.0,13.0,1.0,5.0,1.0
876,220.0,2018.0,6.3,0,1,0,1,1,0,4G,3300.0,0,0,Lenovo Z5s,1080.0,2340.0,64.0,4.0,16.0,3.0,16.0,1.0
1651,180.0,2016.0,6.0,0,1,1,1,0,0,4G,4000.0,0,0,YU Yureka Note,1080.0,1920.0,16.0,3.0,13.0,1.0,8.0,1.0
63,100.0,2020.0,6.82,0,1,0,1,1,0,4G,6000.0,0,0,Infinix Hot 9 Play,720.0,1640.0,32.0,2.0,13.0,2.0,8.0,1.0
265,108.98,2019.0,6.22,0,1,0,1,0,0,4G,5000.0,0,1,Xiaomi Redmi 8A,720.0,1520.0,32.0,2.0,12.0,1.0,8.0,1.0
1712,350.0,2015.0,5.2,0,0,0,1,1,1,4G,2900.0,0,0,ZTE nubia Z9,1080.0,1920.0,64.0,4.0,16.0,1.0,8.0,1.0
1385,180.0,2015.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Samsung Galaxy On7,720.0,1280.0,8.0,1.5,13.0,1.0,5.0,1.0
1495,360.0,2019.0,6.39,1,1,0,1,1,1,4G,3700.0,0,0,vivo V15 Pro,1080.0,2316.0,128.0,6.0,48.0,3.0,32.0,1.0
1555,300.0,2015.0,5.2,1,1,0,1,0,0,4G,2450.0,0,0,vivo X5Pro,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
1807,440.0,2015.0,5.1,1,0,0,1,1,1,4G,2600.0,1,0,Samsung Galaxy S6 edge (USA) - Samsung Galaxy S6 edge,1440.0,2560.0,32.0,3.0,16.0,1.0,5.0,1.0
1045,190.0,2016.0,5.5,0,1,0,1,1,0,4G,3260.0,0,0,Meizu U20,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
736,300.0,2015.0,5.2,0,1,1,1,1,1,4G,2840.0,0,0,HTC One M9+,1440.0,2560.0,32.0,3.0,20.0,2.0,4.0,1.0
1229,260.0,2015.0,5.5,1,1,0,1,1,0,4G,3070.0,0,0,Oppo R7s,1080.0,1920.0,32.0,4.0,13.0,1.0,8.0,1.0
1612,390.0,2016.0,6.4,0,0,0,1,1,1,4G,4400.0,0,0,Xiaomi Mi Mix,1080.0,2040.0,128.0,4.0,16.0,1.0,5.0,1.0
837,270.0,2014.0,5.5,0,1,0,1,0,0,3G,2300.0,0,0,Huawei Ascend G730,540.0,960.0,4.0,1.0,5.0,1.0,0.3,1.0
1062,340.0,2014.0,5.36,0,0,0,1,1,0,4G,3100.0,0,0,Meizu MX4,1152.0,1920.0,16.0,2.0,20.7,1.0,2.0,1.0
568,130.0,2014.0,7.0,0,1,0,1,0,0,3G,3000.0,0,0,BLU Studio 7.0,600.0,1024.0,8.0,1.0,5.0,1.0,2.0,1.0
1506,350.0,2018.0,6.3,0,1,0,1,1,0,4G,3315.0,0,0,vivo Z3i,1080.0,2280.0,128.0,6.0,16.0,2.0,24.0,1.0
1574,600.0,2019.0,6.39,1,0,0,0,1,1,4G,3800.0,1,0,Xiaomi Mi Mix 3 5G,1080.0,2340.0,64.0,6.0,12.0,2.0,24.0,2.0
101,220.0,2019.0,6.2,1,0,0,1,1,0,4G,4000.0,0,0,Meizu 16Xs,1080.0,2232.0,64.0,6.0,48.0,3.0,16.0,1.0
851,102.6,2018.0,5.7,0,1,0,1,1,0,4G,3000.0,0,0,Lava Z91 (2GB),720.0,1440.0,16.0,2.0,13.0,1.0,8.0,1.0
1748,105.0,2015.0,5.0,0,1,0,1,0,0,3G,2000.0,0,0,Allview V2 Viper i - Gionee Pioneer P5W,720.0,1280.0,16.0,1.0,5.0,1.0,2.0,1.0
1217,480.0,2017.0,6.0,0,1,0,1,1,0,4G,4000.0,0,0,Oppo F3 Plus,1080.0,1920.0,64.0,4.0,16.0,1.0,16.0,2.0
365,127.1740932,2020.0,6.22,0,1,0,1,0,0,4G,4000.0,0,0,alcatel 1V (2020),720.0,1520.0,32.0,2.0,13.0,2.0,5.0,1.0
610,420.0,2016.0,5.5,0,0,1,1,1,0,4G,4070.0,0,0,Coolpad Cool S1,1080.0,1920.0,64.0,4.0,16.0,1.0,8.0,1.0
1141,130.0,2016.0,5.0,0,1,0,1,0,1,4G,2800.0,0,0,Motorola Moto G4 Play,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
1003,250.0,2014.0,5.9,0,1,0,1,0,1,4G,3000.0,0,0,LG G3 Screen,1080.0,1920.0,32.0,2.0,13.0,1.0,2.1,1.0
761,680.0,2019.0,6.1,1,0,0,1,1,1,4G,3650.0,0,1,Huawei P30,1080.0,2340.0,128.0,6.0,40.0,3.0,32.0,1.0
660,380.0,2016.0,5.5,1,0,0,1,1,1,4G,3450.0,0,1,Google Pixel XL,1440.0,2560.0,32.0,4.0,12.3,1.0,8.0,1.0
328,922.37,2019.0,6.8,1,1,1,0,1,1,5G,4300.0,1,1,Samsung Galaxy Note10+ 5G,1440.0,3040.0,256.0,12.0,12.0,4.0,10.0,1.0
673,400.0,2018.0,5.84,0,0,0,1,1,1,4G,3400.0,0,0,Honor 10,1080.0,2280.0,64.0,4.0,16.0,2.0,24.0,1.0
1435,330.0,2016.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,Sharp Z2,1080.0,1920.0,32.0,4.0,16.0,1.0,8.0,1.0
1138,270.0,2016.0,5.5,1,1,0,0,1,1,4G,3500.0,0,0,Motorola Moto Z Force,1440.0,2560.0,32.0,4.0,21.0,1.0,5.0,1.0
484,290.0,2017.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Asus Zenfone 4 Selfie ZD553KL,720.0,1280.0,64.0,4.0,16.0,1.0,20.0,2.0
416,280.0,2014.0,5.0,0,1,0,1,0,1,4G,2150.0,0,0,alcatel Idol 2 S,720.0,1280.0,8.0,1.0,8.0,1.0,1.3,1.0
617,110.0,2016.0,5.0,0,1,1,1,0,0,4G,2500.0,0,0,Coolpad Note 3 Lite,720.0,1280.0,16.0,3.0,13.0,1.0,5.0,1.0
543,170.0,2017.0,5.7,0,1,0,1,0,0,4G,3180.0,0,0,Blackview S8,720.0,1440.0,64.0,4.0,13.0,2.0,13.0,2.0
591,210.0,2015.0,5.0,0,1,0,1,0,0,4G,2850.0,0,0,BQ Aquaris E5s,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
397,80.0,2016.0,5.5,0,1,0,1,0,0,4G,2500.0,0,0,alcatel Fierce 4,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
1156,330.0,2018.0,5.84,0,1,0,1,1,1,4G,3060.0,0,0,Nokia 7.1,1080.0,2280.0,32.0,3.0,12.0,2.0,8.0,1.0
192,404.8039422,2020.0,6.47,1,1,0,1,1,1,4G,4500.0,0,0,TCL 10 Pro,1080.0,2340.0,128.0,6.0,64.0,4.0,24.0,1.0
1176,520.0,2018.0,6.28,1,0,0,1,1,1,4G,3300.0,0,1,OnePlus 6,1080.0,2280.0,64.0,6.0,16.0,2.0,16.0,1.0
1655,130.0,2015.0,5.5,0,1,0,1,0,0,4G,2500.0,0,0,YU Yureka Plus,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
439,310.0,2014.0,5.0,0,1,0,1,0,1,3G,2500.0,0,0,Allview V1 Viper S,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1871,805.0,2016.0,5.7,1,1,0,1,1,1,4G,3500.0,1,1,Samsung Galaxy Note7 (USA) - Samsung Galaxy Note7,1440.0,2560.0,64.0,4.0,12.0,1.0,5.0,1.0
510,310.0,2015.0,6.0,0,1,1,1,1,0,4G,3000.0,0,0,Asus Zenfone 2 Laser ZE600KL,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1257,130.0,2017.0,5.5,0,1,0,1,0,0,4G,5000.0,0,0,Panasonic Eluga Ray 700,1080.0,1920.0,32.0,3.0,13.0,1.0,13.0,1.0
678,310.0,2017.0,5.15,0,1,0,1,1,1,4G,3200.0,0,0,Honor 9,1080.0,1920.0,64.0,4.0,12.0,2.0,8.0,1.0
1674,230.0,2017.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,ZTE nubia M2 Play,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,1.0
1579,150.0,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,0,Xiaomi Redmi Note 7,1080.0,2340.0,32.0,3.0,48.0,2.0,13.0,1.0
554,350.02044,2018.0,6.2,0,1,0,0,1,0,4G,3050.0,1,0,BLU Vivo XI+,1080.0,2246.0,64.0,4.0,16.0,2.0,16.0,1.0
522,240.0,2014.0,7.0,0,1,1,1,1,1,4G,3950.0,0,0,Asus Memo Pad 7 ME572CL,1200.0,1920.0,16.0,2.0,5.0,1.0,2.0,1.0
21,317.01245184,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,Honor 9X Pro,1080.0,2340.0,128.0,8.0,48.0,3.0,16.0,1.0
1396,150.0,2015.0,4.7,1,1,0,1,0,1,4G,2000.0,0,0,Samsung Galaxy J2,540.0,960.0,8.0,1.0,5.0,1.0,2.0,1.0
